logFC	logCPM	PValue	FDR
gene_16240	-1.10794131123523	7.6185228992888	0.0316445287985635	0.207795269537043
gene_8796	1.4672428676847	4.21815415600348	0.0316472195504917	0.207795269537043
gene_11372	0.860526129893305	6.88880086003001	0.0316662052462415	0.207851691803358
gene_3809	1.26780442637914	3.96444031180138	0.0316803945605487	0.20787660472801
gene_4527	-4.00448395295545	1.31093162733297	0.0317181099656353	0.208028614773237
gene_3965	1.41536971745669	4.20050808251909	0.0317243637529186	0.208028614773237
gene_3877	6.16572191419886	1.38051379809384	0.0317755624817824	0.208248620097093
gene_12980	0.858439510023436	8.94362483125841	0.0317787394268164	0.208248620097093
gene_6595	2.98947191890613	2.62323312537686	0.0318725964127735	0.208735254269024
gene_1727	-3.00897766365442	4.018930380525	0.0318738733268799	0.208735254269024
gene_2622	-1.20973619550797	5.43730538924298	0.0318943197121514	0.208800783712939
gene_3031	-1.27544425139511	4.39631885000968	0.0319693456737668	0.209223466451353
gene_7983	1.04260467265006	5.2346118463523	0.0319946645056861	0.209320670629285
gene_13971	5.24109464401671	0.801887672019311	0.0320131893152138	0.20937337681631
gene_3519	-3.51624048364509	1.01496260948947	0.0320492937833338	0.209540985834153
gene_679	-1.50601842206281	3.69168542598993	0.0321566635153893	0.210129490539183
gene_986	-2.33220018433451	3.57911471801518	0.032160318527022	0.210129490539183
gene_2875	-2.14505352365316	2.60374845463768	0.032181034691658	0.210196176954004
gene_4639	2.40262890406417	2.53111233397477	0.0325301294577686	0.212406983073905
gene_7505	-1.19714420692229	5.8378709238189	0.0325841859274708	0.212690508664953
gene_19401	1.9759039928851	2.41498091144361	0.0327168150879879	0.213486558486055
gene_5882	-2.09785908409116	2.97544813494102	0.0327777636481655	0.213814505206559
gene_3929	3.02567423867163	1.11307389452723	0.0329058697844627	0.214580174662293
gene_13471	-1.07399135133963	4.7599824780602	0.0329603820320927	0.214865593429548
gene_6606	1.4312889165933	3.56659172634418	0.0329895012030915	0.214985345083686
gene_3068	-0.890103757762003	5.62828520823799	0.0330713497897559	0.215448532832286
gene_3124	-2.39446080396323	2.20499685577934	0.0331110242626322	0.215636758467159
gene_10663	-2.05443738289289	2.53982237310177	0.0332293595147169	0.216336976007271
gene_13819	2.66487231321851	3.17131363339307	0.0332499474798018	0.216400569344626
gene_6155	-1.77794207843311	3.31445826337952	0.0335050540140009	0.217957098452142
gene_17323	-2.94844132728202	2.07247972752145	0.0335109038870168	0.217957098452142
gene_4805	-1.03986690573748	7.64356080527775	0.0335236947561306	0.21796940673687
gene_599	-4.56554506911707	0.507927351436042	0.033543132159829	0.218024908416178
gene_17109	-4.00318035063436	1.31042671619378	0.0336064786523415	0.218365683251082
gene_9477	-1.35413385159463	3.8691263988846	0.0338431429826548	0.219832042758394
gene_423	-1.39480465982514	3.41527051738769	0.0339865393808212	0.220691814161177
gene_2163	-2.46496527638723	1.93310128910563	0.0340213230120106	0.220845978656349
gene_1757	-1.85019655703313	3.84162882930152	0.034059716889421	0.221023471053997
gene_17985	-5.68655373522876	1.10375611286926	0.034199121445834	0.221856123553902
gene_16078	3.0173471524543	2.34782797609531	0.0342228001623347	0.221937744243416
gene_4179	0.845516936407526	8.73448993041213	0.0342457945839384	0.222014875746764
gene_13773	-1.05505626748265	6.43761758696584	0.0342621401950387	0.222048867109778
gene_5408	-2.33655271992291	1.65850371639161	0.0343251647894365	0.222374877036347
gene_1396	-1.35236443022704	3.6172799350376	0.0343358295266151	0.222374877036347
gene_16727	1.93987652304317	2.62795936357867	0.0343566755260656	0.222374877036347
gene_3641	3.52936842198278	0.912149009002643	0.0343569185021157	0.222374877036347
gene_16177	2.10855056835816	3.24121772165202	0.0345735902360674	0.223693315795612
gene_18919	-6.11262401515821	1.38368585381524	0.0345829866220016	0.223693315795612
gene_2514	-1.7204122617704	2.84116865438589	0.0346065218480106	0.223744446512159
gene_3147	-2.73706085300965	3.60639697327578	0.0346154999571377	0.223744446512159
gene_2240	-5.2774897520448	0.862467621674734	0.0346334055632578	0.223744446512159
gene_13930	-1.19095107219999	5.08163510279504	0.0346356403200822	0.223744446512159
gene_4016	0.807273426935237	6.88425783831345	0.0346850496407875	0.223991279565951
gene_1311	-4.84443622644148	0.636483763497925	0.0349098566102824	0.225370281538298
gene_2080	-1.25404226373687	7.17769741120522	0.0349510364692862	0.225563320227726
gene_10468	-3.37195197057282	1.45803365597828	0.0351268649018019	0.226624934850335
gene_3763	2.09780686143336	3.06942302690415	0.0351826034698706	0.22691134130842
gene_6972	0.869145327392399	5.61781925193347	0.0352011701782278	0.226957899279354
gene_2255	-1.75658655546972	3.38968419450999	0.0354189011094964	0.228288115433428
gene_17606	0.985423348160239	4.6622758308066	0.0355108224127698	0.228806845443104
gene_3608	1.23059717192704	5.24163204083542	0.035535777650326	0.228869542075465
gene_3552	-2.42177920183441	2.98527906746398	0.0355584938296351	0.228869542075465
gene_1865	-2.09516964555535	3.54807939641817	0.0355585029396199	0.228869542075465
gene_1943	-2.29048148948741	1.98399636091799	0.0355663268385273	0.228869542075465
gene_18056	0.929295347363306	5.49779882015282	0.0356008846761353	0.229018235291961
gene_12857	1.04243098836936	5.0490087045384	0.0356442467767216	0.229223451940332
gene_23	-4.11606039283902	1.38426628183494	0.035679867557369	0.229378769253417
gene_282	-1.80667486065937	2.54330203680429	0.0357074911604917	0.229415650289957
gene_10533	1.82584220271994	3.43881696584974	0.0357085459676318	0.229415650289957
gene_2613	-2.45631550897463	2.09723329770937	0.0357617653629221	0.22968378524677
gene_1886	-2.80782216179851	1.46102309701634	0.0359344557717101	0.230718817153837
gene_259	-1.74850477078709	2.98144497328582	0.0359478833104211	0.230730958346733
gene_8223	0.977158995363904	5.8706372252945	0.0360733032171588	0.231461682497009
gene_1638	-2.75234083854378	1.42625415998392	0.0360904141273873	0.231497204152581
gene_3632	3.10474041928664	1.160285274078	0.036214251200506	0.232217064446977
gene_16145	2.84880189115154	2.21862045785972	0.0362918521396786	0.232587282660836
gene_18171	0.873370370257888	7.04897596546492	0.0362954563176498	0.232587282660836
gene_4918	-2.21720008590438	3.81993159768218	0.036316358652683	0.232587282660836
gene_19249	3.22913504228363	1.59428852833709	0.0363185041874895	0.232587282660836
gene_5018	0.842448386927611	6.70141166674491	0.0363622131520317	0.232792657823506
gene_13889	-2.56980028214612	2.00462047059834	0.0363797585613973	0.232830454792943
gene_2563	-1.77359883423999	3.16364892693978	0.0364395150506087	0.233138292070433
gene_3221	-1.94264902849967	2.3670191924816	0.0366162076942054	0.234193845181998
gene_3315	-1.24490291955368	4.23223201588753	0.0366732873459335	0.234483934436915
gene_15220	-3.4306799285035	0.96708920870071	0.0366855747661912	0.234487534459515
gene_1495	-1.46195844220846	3.34902717429009	0.0367450718846543	0.234792791595235
gene_5444	5.12912831642592	0.741679060896991	0.0367570540980139	0.234794341092391
gene_13494	5.12877259036816	0.741561490495202	0.03679926530476	0.234988922763474
gene_3093	-1.45133593347139	4.97036545144631	0.0368254413274448	0.235081017091892
gene_19195	-5.45191349093637	0.962666366440844	0.0368517695700599	0.235174024059093
gene_5008	-5.27577686769019	0.861839910082219	0.0369249774284944	0.235566044200921
gene_15488	1.0715558204418	4.70772068724609	0.0369606111180838	0.235691208716369
gene_12283	1.86282323691596	3.61720502796579	0.036975555263585	0.235691208716369
gene_14092	2.1011306928285	2.74159882677362	0.0369799506475982	0.235691208716369
gene_1036	-0.801562099818975	10.1293180949986	0.0370287843062276	0.235927265410816
gene_5316	-2.78990773336087	2.16016988386493	0.0370455649245552	0.235959012258313
gene_4552	-3.52912108978769	2.25980061415086	0.0371873031687835	0.236737375624572
gene_5896	3.10031720533002	2.4076782055073	0.0371914417106203	0.236737375624572
gene_16836	0.826936006228498	13.1959888247499	0.0372341928959004	0.23693409415145
gene_3750	1.2204600831537	5.22064315984815	0.0372497179666094	0.236957493426268
gene_854	-1.12443641341114	5.20903463061874	0.0373504492236648	0.237522729562256
gene_8123	2.24313609485347	2.5110504772688	0.0373779502966991	0.237622061644622
gene_14185	-0.970872341896001	11.0429863310467	0.0374357584594373	0.237873595196864
gene_11793	3.78435041130892	1.59697648583303	0.0374413038839864	0.237873595196864
gene_3260	-1.46746910836896	3.1889638233958	0.0374764629882395	0.238021359086945
gene_19543	1.73469930440969	2.68949589873748	0.0376705414754254	0.239178041113812
gene_7884	2.63369774709915	2.4790207542736	0.0376833981139433	0.239183739218935
gene_5991	1.36822398409624	3.60705501409985	0.0377393974549891	0.239429998341333
gene_16955	1.53271508222416	3.99563186670735	0.0377461392385111	0.239429998341333
gene_18072	-0.808941023122247	6.24356754105246	0.0378378366267191	0.239935552483951
gene_1955	-2.60405573636576	4.84987089475219	0.037875641214316	0.240099151913255
gene_13459	-1.45345268536891	7.61046195557334	0.0379008907001613	0.240183084284926
gene_13348	-2.22462874013849	1.77561223428625	0.0380135833331048	0.240758605350511
gene_2015	-2.65894456632233	2.39501455139288	0.0380157837848457	0.240758605350511
gene_44	-1.3246463869201	3.68713652601927	0.0380854159753334	0.241123241375963
gene_10606	1.84330262165318	3.76632463155946	0.0381757511529853	0.241618678183452
gene_13452	0.922791415513271	6.69051455627185	0.038272263240708	0.242152883522354
gene_5319	0.92643367729774	6.99211958281828	0.0383085966837779	0.242306114381897
gene_13066	2.35881697772386	3.92523633666154	0.0383421141304889	0.242441442494397
gene_10414	2.4370395702388	3.94565577914231	0.0383658488499239	0.242514847344652
gene_4049	1.84501517334862	3.73604538397329	0.0383964675365315	0.242527853920104
gene_6249	-1.43522753742392	5.5547873298742	0.0383965929337221	0.242527853920104
gene_15531	3.20101302352999	2.30748182004795	0.0384042856682484	0.242527853920104
gene_312	-2.17425391969643	2.05469091288732	0.0385633584676413	0.243455545881574
gene_17729	-1.11465727401677	4.67417134259348	0.0386598590713805	0.243987750529382
gene_8338	1.22172131275235	5.12468742850205	0.0387262728919941	0.24432979742583
gene_3613	3.1064973676816	1.16003750022066	0.0387409361374171	0.244345229501212
gene_3045	-2.21494008933635	1.93428704973066	0.038805650772447	0.24456483655678
gene_16782	0.968564728129739	5.61017353744398	0.0388124320900715	0.24456483655678
gene_16330	1.12133474765069	4.40450918826084	0.0388124395615609	0.24456483655678
gene_5341	-1.38715276753962	3.64076513140872	0.0388400840534567	0.244661946793428
gene_5055	0.956907432739219	4.88597486855931	0.038861241275096	0.244718144049723
gene_14307	1.1058889555362	4.21589100516325	0.0389586965222471	0.245254620851414
gene_2978	-4.73454315878637	1.82042212301799	0.0390294168347363	0.245622509973167
gene_12205	2.12553483646855	2.12042890305675	0.0391288094676713	0.246170553429829
gene_1410	-1.33618191648146	3.51211601058417	0.0391597853966949	0.246287958469779
gene_1376	-1.41862657061419	4.35165788244104	0.0392372770315968	0.246697749334151
gene_2003	-1.01204200775729	11.9243548468877	0.0393012602455381	0.24702237740753
gene_11959	1.11128783876926	4.49194617513448	0.0393191806398883	0.24705737128425
gene_18614	-2.56120830361863	2.32344980567136	0.0394983720156242	0.248046796539063
gene_2278	-2.34952563213917	2.43380275517706	0.0395014523488457	0.248046796539063
gene_2012	-2.2150194547304	1.93427073687727	0.0396754705538105	0.248996573732324
gene_408	-2.53489385515762	1.9809494878311	0.0396776040242458	0.248996573732324
gene_960	-2.43136505731543	1.49767477961255	0.0397017092211079	0.249069693984366
gene_745	-2.66283673065915	2.39752734158804	0.0397262292389897	0.249145369952899
gene_3426	-3.3728865339842	1.45840915025051	0.039762752805314	0.24929625583269
gene_17471	1.39683499595508	4.56470221557952	0.0397850500058777	0.249357881578676
gene_3299	-2.96169717613013	1.55978309654145	0.0399062648732224	0.250039253591619
gene_10079	1.17454213391721	3.98178536321007	0.0399240724056418	0.250072486098602
gene_10464	-1.1486486107623	3.94466715861025	0.040045776328705	0.25075627006077
gene_2074	-1.83038472156649	2.38679376886402	0.0400818639282126	0.250903686561581
gene_11738	2.75476061424666	2.44283127959586	0.0401151188887762	0.251033284660677
gene_2770	-2.0559721040685	2.22971084541967	0.0401415869476374	0.251120343744995
gene_11720	-1.1208927784742	4.7040430414003	0.0401655533411856	0.251191703196908
gene_988	-1.21864424646708	3.7263132664582	0.0403277494218244	0.252127223643791
gene_19881	-5.27990240331382	0.863347253973543	0.0404179600447734	0.252579943961695
gene_11554	4.78945492716347	1.73048572004442	0.0404355066865721	0.252579943961695
gene_18122	-1.13136520887389	4.05924774832499	0.0404380490282673	0.252579943961695
gene_19134	0.992995810046112	6.50758919750561	0.0404794096873628	0.252759348656652
gene_7852	1.4303552448749	4.05640463492449	0.0405974477458665	0.253417276815646
gene_5928	-4.71044064639672	0.5732441176967	0.0407928203640409	0.25455468286764
gene_2807	-4.71043980804253	0.573243851591435	0.0408051156636827	0.25455468286764
gene_17701	-3.24236588598235	0.866065482327608	0.0408862007372897	0.254980983706203
gene_6029	1.14115641096088	4.60068550625835	0.0408994311103644	0.254983984478581
gene_13671	3.4325549910949	2.48603714580253	0.0409484520916244	0.25521004731458
gene_19316	1.64664989703851	4.27057004699454	0.0410135960916496	0.255536424247038
gene_7815	0.925162568784589	6.89079099936345	0.0410655711929339	0.255780574231915
gene_4986	1.00993808708205	7.02316427859174	0.0412437087700645	0.256810141781223
gene_10806	3.314000760745	0.798177527358278	0.0413208531004096	0.257210414568376
gene_1659	-1.0277618556437	4.49505782171881	0.0413576204752462	0.257359181551003
gene_533	-2.29760781928435	5.92677703334802	0.0414177380637542	0.257653113926931
gene_16333	3.45452364641087	1.37495906264058	0.0414314527985905	0.257658288548448
gene_5751	0.876734038012969	5.5578172648102	0.0414455406743836	0.257665779759923
gene_17692	1.1727512064032	4.98978398461282	0.0414995038042785	0.257921092630693
gene_620	-1.77373311046225	9.07079266305342	0.0415154278776211	0.257939906043002
gene_6856	-1.9833901084236	2.49062403509363	0.0415871466050127	0.258233986254585
gene_3105	-2.58740069761871	1.59525856650993	0.0415885834863009	0.258233986254585
gene_295	-1.9344526246118	2.45709856357817	0.0416442750944953	0.258457267762459
gene_3308	-1.52643691115969	2.8306901291587	0.0416503886999203	0.258457267762459
gene_10390	1.14743086202705	4.17818017450285	0.0417350351806817	0.258902203354105
gene_19865	3.3230272369806	1.2929137412613	0.0417773068498573	0.259084073487487
gene_520	-1.51513636644289	3.84612172035092	0.041841262651939	0.259400264426156
gene_3074	-1.83030543219867	2.8526554474869	0.0420158489185756	0.260392150728688
gene_2855	-1.70799181687488	2.70105215469985	0.0420272931276102	0.260392150728688
gene_7401	0.854202651370491	7.24506673708799	0.0420447220024939	0.260419461148925
gene_2133	-3.26951949038035	1.76769412020326	0.0421567236798387	0.261018336917989
gene_3368	-1.62016589326273	3.24904776554247	0.0421675123291011	0.261018336917989
gene_8681	4.72769045083445	0.544305656808107	0.0422051300164444	0.261128627172923
gene_1684	-1.28386564023533	4.34996124890553	0.0422114425825029	0.261128627172923
gene_5785	-0.943533322081182	6.98422207507778	0.0422321909300649	0.261176196227983
gene_615	-3.18783888422079	1.71119049468361	0.042266953607266	0.261232688610053
gene_939	-2.60862535478628	3.12953931144202	0.0422850912457529	0.261232688610053
gene_5040	-1.53078381175698	2.99614427442092	0.0422853670209832	0.261232688610053
gene_1205	-5.93967629264378	1.26791079530935	0.0422935722859675	0.261232688610053
gene_6800	0.808748596681785	6.65733475843643	0.0423706883610837	0.261628208466093
gene_7257	5.4421684662554	0.915488127352429	0.0423909523853887	0.261630795719187
gene_13831	1.65105182732058	7.92247899171469	0.0423972704462943	0.261630795719187
gene_8966	5.1290254716295	0.741644595995641	0.0424361749992447	0.261790098699844
